"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.571593333E0,-3.485108180E-2,8.375697881E-3,3.198251545E-2
1.581522333E0,-5.087302370E-2,5.927395597E-3,1.140318149E-1
1.591451333E0,-9.616113419E-2,-7.448749747E-3,9.954182982E-2
1.601380333E0,-3.976271553E-2,-4.513337854E-3,1.080974758E-2
1.611308333E0,2.108736655E-2,-1.445780715E-2,-1.131319284E-2
1.621237333E0,7.509721132E-2,-1.250909463E-2,1.745452344E-2
1.631166333E0,1.462154015E-1,9.095691126E-3,1.043611050E-2
1.641095333E0,2.446205692E-1,7.452349439E-3,-4.316414595E-2
1.651024333E0,2.014742938E-1,1.008695863E-2,-7.267621279E-2
1.660953333E0,1.841927748E-1,7.661149856E-3,-1.388830662E-2
1.670882333E0,1.388121961E-1,-2.677056324E-3,-3.563585579E-2
1.680811333E0,9.616011092E-2,-5.371818747E-3,-7.233590484E-3
1.690740333E0,3.869579968E-2,3.062661923E-4,3.300753236E-2
1.700669333E0,-9.883786160E-3,2.696078047E-3,6.682373464E-2
1.710598333E0,-6.526950361E-2,5.980532169E-3,1.021432561E-1
1.720527333E0,-9.076948972E-2,1.393455444E-2,7.834976614E-2
1.730455333E0,-1.172217086E-1,-9.603594895E-3,7.326736629E-2
1.740384333E0,-8.456286217E-2,-5.849993080E-3,5.172271550E-2
1.750313333E0,-7.771715222E-2,7.490301523E-3,4.499900222E-2
1.760242333E0,-5.243060318E-2,2.450403627E-3,6.986545622E-2
1.770171333E0,-1.753691894E-3,3.168551344E-3,3.231112897E-2
1.780100333E0,2.579429521E-2,-4.732115082E-3,-6.151270866E-3
1.790029333E0,1.078820607E-1,2.286391055E-2,1.023900086E-1
1.799958333E0,1.590798972E-1,1.168198770E-2,1.323406166E-1
1.809887333E0,2.319182241E-1,1.008059978E-2,-2.269947588E-2
1.819816333E0,3.403524994E-1,4.799886139E-2,-2.637912869E-1
1.829745333E0,1.246779867E-1,-7.591494899E-2,-2.165475386E-1
1.839673333E0,3.209523881E-2,-6.223630160E-2,-6.580573440E-2
1.849602333E0,1.375865923E-1,-1.609884650E-3,1.719479012E-1
1.859531333E0,6.586202298E-2,-4.145200811E-3,1.168145049E-1
1.869460333E0,1.472553654E-2,-8.122787531E-3,1.636460245E-2
1.879389333E0,-3.652923726E-2,-4.639747348E-3,-7.267913640E-2
1.889318333E0,-7.974266427E-2,-3.006528653E-3,-1.785973549E-2
1.899247333E0,-1.241820514E-1,-6.985339634E-3,7.377665877E-2
1.909176333E0,-1.594092599E-1,-2.062605321E-3,9.384313345E-2
1.919105333E0,-1.909308320E-1,-8.525825143E-3,6.416851401E-2
1.929034333E0,-2.188902804E-1,-5.793713629E-3,-1.182716310E-2
1.938963333E0,-2.419917524E-1,-1.005779564E-2,-1.679320335E-3
1.948892333E0,-2.564821212E-1,-8.637324236E-3,3.577618897E-2
1.958820333E0,-2.644601171E-1,-6.048816685E-3,8.362453938E-2
1.968749333E0,-2.455089439E-1,-1.062799053E-2,6.283827245E-2
1.978678333E0,-2.250216342E-1,1.431800388E-3,5.021588802E-3
1.988607333E0,-1.827788815E-1,-5.302675422E-3,1.107287228E-2
1.998536333E0,-1.463965556E-1,-1.123082019E-2,3.850157619E-2
2.008465333E0,-1.086423997E-1,-2.527860962E-3,7.730545342E-2
2.018394333E0,-6.524549805E-2,-1.353685241E-3,3.767361045E-2
2.028323333E0,-9.667987358E-3,-9.221241809E-4,-1.391637325E-4
2.038252333E0,1.870248372E-2,1.494383868E-3,-2.145343423E-3
2.048181333E0,4.850172194E-2,-7.417887412E-3,1.967705011E-2
2.058110167E0,9.006250653E-2,-5.645358805E-3,2.746846497E-2
2.068038167E0,1.114316952E-1,3.186421897E-3,1.283873141E-2
2.077967167E0,1.291637878E-1,-2.757053543E-3,-1.148802459E-2
2.087896167E0,1.561973661E-1,8.799694106E-4,2.686795592E-3
2.097825167E0,1.667573827E-1,2.331029065E-4,-1.530216336E-3
2.107754167E0,1.648382352E-1,-4.850137476E-3,-1.369417906E-3
2.117683167E0,1.639807045E-1,6.938233003E-3,-1.689669907E-2
2.127612167E0,1.566079503E-1,-3.765424155E-3,-5.749567151E-3
2.137541167E0,1.216793243E-1,-3.293535579E-3,1.225576401E-3
2.147470167E0,9.702686015E-2,3.104396425E-3,1.526240230E-2
2.157399167E0,6.346772522E-2,8.513911441E-4,2.048455060E-2
2.167328167E0,4.149045356E-2,-8.826262392E-3,1.614123881E-2
2.177256167E0,9.625083413E-3,-1.093400091E-2,9.713979363E-3
2.187185167E0,-2.172003072E-2,4.433578178E-3,1.900637448E-2
2.197114167E0,-4.589081224E-2,-4.104489572E-3,4.237243295E-2
2.207043167E0,-6.720009433E-2,2.188868634E-4,3.997682869E-2
2.216972167E0,-9.195124855E-2,-3.268392552E-3,3.470848739E-2
2.226901167E0,-1.103370142E-1,-1.975445263E-3,2.268018007E-2
2.236830167E0,-1.227095946E-1,-4.891195893E-4,1.391169548E-2
2.246759167E0,-1.257655688E-1,-6.644629687E-4,4.941715837E-2
2.256688167E0,-1.301780421E-1,-3.575517554E-3,5.045796275E-2
2.266617167E0,-1.259627661E-1,-1.372432876E-3,2.511613011E-2
2.276546167E0,-1.130337866E-1,-4.739880916E-3,2.309650183E-2
2.286475167E0,-9.624385402E-2,6.808169000E-4,4.200698197E-2
2.296403167E0,-8.734905129E-2,3.544874489E-6,3.650475204E-2
2.306332167E0,-6.701327579E-2,-1.814683378E-3,2.500678718E-2
2.316261167E0,-4.912764810E-2,-5.019524004E-3,1.455079615E-2
2.326190167E0,-1.632855071E-2,-1.970365494E-3,2.101489305E-2
2.336119167E0,6.813102588E-3,-7.651337497E-3,2.644286335E-2
2.346048167E0,3.259152124E-2,-3.721204586E-3,2.439984620E-2
2.355977167E0,4.293051314E-2,1.171964742E-3,1.563837826E-2
2.365906167E0,6.185607727E-2,-6.445440631E-3,1.483380139E-2
2.375835167E0,7.516933763E-2,6.547419727E-3,3.569725156E-3
2.385764167E0,8.470906997E-2,5.162543245E-3,1.178330898E-2
2.395693167E0,9.229078906E-2,-4.623046238E-3,5.346109271E-3
2.405621167E0,9.422631794E-2,7.725816406E-4,6.412056684E-3
2.415550167E0,8.497902861E-2,-3.364688884E-3,2.307018936E-2
2.425479167E0,6.969864612E-2,-6.319853403E-3,1.743405819E-2
2.435408167E0,6.365399558E-2,3.309633695E-3,1.554833114E-2
2.445337167E0,3.900867596E-2,-9.593819082E-4,1.577403367E-2
2.455266167E0,2.873656159E-2,-1.689406782E-3,2.738718867E-2
2.465195167E0,3.311132044E-3,-6.388192736E-3,2.477991521E-2
2.475124167E0,-1.347251477E-2,-7.129162867E-3,1.723057508E-2
2.485053167E0,-2.994159965E-2,-2.193290591E-3,2.838940144E-2
2.494982167E0,-4.901596628E-2,-6.269348077E-3,3.176090598E-2
2.504911167E0,-5.969475450E-2,1.669763792E-3,2.538627148E-2
2.514839167E0,-7.746643458E-2,8.729892969E-4,2.363035262E-2
2.524768167E0,-8.019543976E-2,-4.129760507E-3,2.799471438E-2
2.534697167E0,-8.888928099E-2,2.777244709E-3,2.814615726E-2
2.544626167E0,-8.688032387E-2,-2.167215664E-3,2.214515984E-2
2.554555167E0,-8.255548563E-2,-6.730620302E-3,1.327844203E-2
2.564484167E0,-6.542857071E-2,2.134891525E-3,2.820053637E-2
2.574413167E0,-6.210037211E-2,-2.677567955E-3,3.727658451E-2
2.584342167E0,-5.441329351E-2,-5.979581997E-3,2.478342354E-2
2.594271167E0,-3.528513249E-2,-7.358903624E-3,1.483380139E-2
2.604200167E0,-1.284404872E-2,-6.418543439E-3,2.464776814E-2
2.614129167E0,-3.126341756E-3,-6.093310341E-3,2.863206089E-2
2.624057167E0,1.426364304E-2,2.645298634E-3,2.364087760E-2
2.633986167E0,3.271774800E-2,2.337479275E-3,1.131845534E-2
2.643915167E0,3.052780129E-2,4.761040527E-3,1.232593060E-2
2.653844167E0,3.960807038E-2,-1.471305639E-3,2.742110252E-2
2.663773167E0,4.887064470E-2,7.429636661E-3,2.950154185E-2
2.673702167E0,5.456581447E-2,1.545674913E-4,1.572959483E-2
2.683631167E0,5.731078986E-2,-9.156264625E-3,1.753579974E-2
2.693560167E0,4.747836784E-2,-4.796434455E-3,1.381638587E-2
2.703489167E0,4.708165253E-2,-1.480441913E-3,1.458938777E-2
2.713418167E0,3.963723337E-2,-7.913329303E-3,1.701539755E-2
2.723347167E0,2.503439700E-2,-2.926019803E-3,2.887939811E-2
